History Channel Functions Measurement Report

Measurements started at Date: 06-May-2023 Time: 14:20:27

Spectrometer ID : 0706001U1
Integration Time: 100.00 ms
Averages        : 8 scans

Description of the Function:

Integral: between  340.00 and  360.00 nm. Multiplied with:  1.0000. Scope Corrected for Dark Mode

Time         Seconds   Function Value
18:11:13  13847.962     237193.8362
18:11:24  13858.472     237118.2403
18:11:34  13868.985     237365.6525
18:11:45  13879.496     237364.0894
18:11:55  13890.089     237428.4629
18:12:06  13900.602     237184.3353
18:12:16  13911.116     237140.2302
18:12:27  13921.629     237828.9628
18:12:37  13932.142     237313.2141
18:12:48  13942.730     237422.2349
18:12:59  13953.243     237896.4569
18:13:09  13963.753     237744.8850
18:13:20  13974.265     237896.2575
18:13:30  13984.776     238044.2248
18:13:41  13995.289     238046.2297
18:13:51  14005.801     237962.3949
18:14:02  14016.316     237883.5858
18:14:12  14026.986     237903.4400
18:14:23  14037.501     238302.5457
18:14:33  14048.014     238271.8257
18:14:44  14058.529     238515.2705
18:14:54  14069.043     238448.7485
18:15:05  14079.637     238513.0653
18:15:15  14090.147     238303.9474
18:15:26  14100.660     238599.7028
18:15:36  14111.170     238424.9646
18:15:47  14121.683     238380.1259
18:15:57  14132.193     238560.0291
18:16:08  14142.705     238399.1970
18:16:19  14153.217     238924.7330
18:16:29  14163.731     238671.9463
18:16:40  14174.242     238840.2174
18:16:50  14184.755     238779.8002
18:17:01  14195.263     238938.7316
18:17:11  14205.778     239024.7686
18:17:22  14216.289     238880.8459
18:17:32  14226.803     238548.7011
18:17:43  14237.394     238649.1194
18:17:53  14247.909     238778.6731
18:18:04  14258.417     238820.6117
18:18:14  14268.930     239528.1860
18:18:25  14279.441     239090.7007
18:18:35  14289.955     239064.7766
18:18:46  14300.464     239132.7879
18:18:56  14310.978     239174.8783
18:19:07  14321.491     239539.0076
18:19:17  14332.006     239106.3957
18:19:28  14342.619     239388.4586
18:19:39  14353.296     239369.4046
18:19:49  14363.805     239299.1668
18:20:00  14374.320     239435.1379
18:20:10  14384.834     239198.8022
18:20:21  14395.346     239385.6328
18:20:31  14405.855     239495.7178
18:20:42  14416.370     239403.9260
18:20:52  14427.028     239393.5080
18:21:03  14437.540     239410.6717
18:21:13  14448.051     239894.9215
18:21:24  14458.567     239419.3414
18:21:34  14469.078     239504.6436
18:21:45  14479.599     239776.0582
18:21:55  14490.112     239928.2639
18:22:06  14500.797     239635.5485
18:22:17  14511.311     239562.6035
18:22:27  14521.827     239449.4339
18:22:38  14532.420     239492.7835
18:22:48  14542.934     239645.7817
18:22:59  14553.446     239762.2464
18:23:09  14564.041     239293.6890
18:23:20  14574.553     239691.0383
18:23:30  14585.066     239601.4199
18:23:41  14595.577     239520.5409
18:23:51  14606.092     239926.3184
18:24:02  14616.604     239982.1125
18:24:12  14627.120     240049.5255
18:24:23  14637.633     239940.0348
18:24:34  14648.229     239882.6778
18:24:44  14658.822     240180.3227
18:24:55  14669.334     239834.3464
18:25:05  14679.843     240103.8133
18:25:16  14690.357     239975.6614
18:25:26  14700.871     239953.1115
18:25:37  14711.385     240011.8548
18:25:47  14721.898     240407.0422
18:25:58  14732.581     240125.8112
18:26:08  14743.093     240291.4506
18:26:19  14753.607     239981.5199
18:26:30  14764.268     240110.4706
18:26:40  14774.864     239865.2797
18:26:51  14785.376     240006.0240
18:27:01  14795.890     240352.7991
18:27:12  14806.402     240351.4604
18:27:22  14816.917     240467.5328
18:27:33  14827.430     240309.7883
18:27:43  14837.947     240057.9821
18:27:54  14848.458     239956.7552
18:28:04  14858.974     240493.1171
18:28:15  14869.482     240492.9063
18:28:25  14879.995     240398.8579
18:28:36  14890.508     240258.6098
18:28:46  14901.020     240573.3745
18:28:57  14911.532     240099.7801
18:29:07  14922.125     240139.4423
18:29:18  14932.632     240361.3689
18:29:28  14943.147     240128.0691
18:29:39  14953.658     240522.7773
18:29:49  14964.172     240419.9673
18:30:00  14974.766     240334.8172
18:30:11  14985.280     240278.4617
18:30:21  14995.792     240463.6741
18:30:32  15006.390     240578.1507
18:30:42  15016.897     239804.3787
18:30:53  15027.414     239960.8632
18:31:03  15037.926     240385.9343
18:31:14  15048.441     240159.9709
18:31:24  15058.948     240841.8219
18:31:35  15069.462     239959.5849
18:31:45  15079.973     240610.6825
18:31:56  15090.486     240395.3990
18:32:06  15100.995     240548.2786
18:32:17  15111.510     240333.5193
18:32:27  15122.023     240456.6460
18:32:38  15132.537     240750.1452
18:32:48  15143.049     240141.6127
18:32:59  15153.646     240867.7531
18:33:09  15164.157     240671.4725
18:33:20  15174.670     240242.6538
18:33:30  15185.182     241132.6291
18:33:41  15195.697     240659.0856
18:33:52  15206.208     240711.9741
18:34:02  15216.722     240542.5349
18:34:13  15227.239     240846.7022
18:34:23  15237.754     240717.1929
18:34:34  15248.266     240525.5342
18:34:44  15258.780     240550.9977
18:34:55  15269.293     240898.8534
18:35:05  15279.808     240757.3977
18:35:16  15290.403     240644.0560
18:35:26  15300.918     240816.4688
18:35:37  15311.428     240535.3942
18:35:47  15321.944     240445.5482
18:35:58  15332.459     240097.7847
18:36:08  15342.975     240367.2416
18:36:19  15353.485     240499.9758
18:36:29  15364.001     240600.3903
18:36:40  15374.516     240661.9798
18:36:50  15385.031     240700.7531
18:37:01  15395.545     240670.9568
18:37:11  15406.056     241114.0188
18:37:22  15416.569     241091.6352
18:37:32  15427.081     241087.3328
18:37:43  15437.680     240830.6855
18:37:53  15448.191     241029.2702
18:38:04  15458.706     240671.1395
18:38:15  15469.223     240420.3901
18:38:25  15479.733     240944.4261
18:38:36  15490.248     240373.9154
18:38:46  15500.759     240967.3478
18:38:57  15511.277     240686.3523
18:39:07  15521.788     240871.0401
18:39:18  15532.303     241259.5046
18:39:28  15542.813     240657.8848
18:39:39  15553.326     241244.9558
18:39:49  15563.838     241315.1839
18:40:00  15574.355     241206.2780
18:40:10  15584.865     241130.0251
18:40:21  15595.380     240886.2665
18:40:31  15605.894     240858.9675
18:40:42  15616.408     240747.1325
18:40:52  15626.920     241165.4392
18:41:03  15637.436     240951.1911
18:41:13  15647.947     240674.7872
18:41:24  15658.462     240844.4596
18:41:34  15668.973     241209.7568
18:41:45  15679.575     241396.0354
18:41:55  15690.087     240816.7780
18:42:06  15700.602     240795.0169
18:42:16  15711.113     240566.9258
18:42:27  15721.625     240771.1542
18:42:38  15732.224     240689.4629
18:42:48  15742.739     241015.9036
18:42:59  15753.248     241144.4185
18:43:09  15763.764     240795.8052
18:43:20  15774.440     241588.0179
18:43:30  15784.954     241057.5903
18:43:41  15795.463     241464.5119
18:43:51  15805.980     241117.6445
18:44:02  15816.493     240722.5588
18:44:12  15827.008     240789.3526
18:44:23  15837.521     240650.6341
18:44:33  15848.036     240885.7340
18:44:44  15858.546     241389.5000
18:44:54  15869.058     241007.4697
18:45:05  15879.569     240825.1780
18:45:15  15890.084     241106.6691
18:45:26  15900.596     241069.3281
18:45:36  15911.111     241196.6086
18:45:47  15921.622     241033.2103
18:45:57  15932.138     241101.8325
18:46:08  15942.649     241308.6744
18:46:18  15953.161     240865.5601
18:46:29  15963.672     240896.3714
18:46:40  15974.276     240812.4937
18:46:50  15984.785     241324.9173
18:47:01  15995.301     240693.6656
18:47:11  16005.813     240975.8808
18:47:22  16016.329     240927.2060
18:47:32  16026.840     240677.4646
18:47:43  16037.445     241407.5252
18:47:53  16047.953     241179.1815
18:48:04  16058.467     241200.1109
18:48:14  16069.069     240732.0473
18:48:25  16079.584     241388.6329
18:48:35  16090.095     240677.0706
18:48:46  16100.606     240949.2669
18:48:56  16111.118     240978.1001
18:49:07  16121.633     240765.2477
18:49:17  16132.145     240922.1789
18:49:28  16142.661     241567.1676
18:49:38  16153.171     241169.8258
18:49:49  16163.686     241136.7708
18:49:59  16174.194     241362.4788
18:50:10  16184.710     240455.2099
18:50:21  16195.222     241210.7575
18:50:31  16205.735     241017.3775
18:50:42  16216.245     241000.2177
18:50:52  16226.759     241143.2786
18:51:03  16237.269     241101.3012
18:51:13  16247.876     241272.5111
18:51:24  16258.474     241166.1836
18:51:34  16268.987     241456.6449
18:51:45  16279.496     241377.1144
18:51:55  16290.100     240835.2460
18:52:06  16300.790     241120.7082
18:52:17  16311.303     240875.2341
18:52:27  16321.814     241044.5139
18:52:38  16332.327     241181.0168
18:52:48  16342.837     241101.1653
18:52:59  16353.350     240892.1966
18:53:09  16363.861     240980.0257
18:53:20  16374.378     241819.6436
18:53:30  16384.889     241185.9652
18:53:41  16395.399     241584.6635
18:53:51  16405.910     241508.9491
18:54:02  16416.421     241321.1727
18:54:12  16426.928     240971.0465
18:54:23  16437.446     241486.8364
18:54:33  16447.957     241043.6437
18:54:44  16458.470     241067.4465
18:54:54  16468.980     241180.1452
18:55:05  16479.589     241392.8199
18:55:15  16490.099     241231.5877
18:55:26  16500.614     241524.4410
18:55:37  16511.215     241124.6177
18:55:47  16521.732     241100.7159
18:55:58  16532.245     240959.7181
18:56:08  16542.762     241501.5445
18:56:19  16553.361     241325.6287
18:56:29  16563.874     241051.8582
18:56:40  16574.474     241477.6886
18:56:50  16584.989     241225.6934
18:57:01  16595.500     240890.7025
18:57:11  16606.106     241129.0783
18:57:22  16616.708     240738.0730
18:57:33  16627.223     241011.5259
18:57:43  16637.735     240879.6283
18:57:54  16648.251     240787.9266
18:58:04  16658.853     241082.5467
18:58:15  16669.464     241454.9307
18:58:25  16679.977     240917.4403
18:58:36  16690.585     241505.8957
18:58:46  16701.098     240579.1447
18:58:57  16711.705     240792.7769
18:59:08  16722.218     240937.7082
18:59:18  16732.733     240954.6712
18:59:29  16743.517     240852.2935
18:59:39  16754.027     241094.9415
18:59:50  16764.537     241144.1549
19:00:00  16775.052     241220.7694
19:00:11  16785.562     241307.0269
19:00:21  16796.170     241144.4160
19:00:32  16806.775     240819.1015
19:00:43  16817.287     241635.7612
19:00:53  16827.986     241381.1747
19:01:04  16838.502     241588.5449
19:01:14  16849.014     241347.5479
19:01:25  16859.633     241203.6421
19:01:36  16870.235     241299.7664
19:01:46  16880.751     241214.5473
19:01:57  16891.259     241628.5352
19:02:07  16901.776     241754.6974
19:02:18  16912.382     242011.9689
19:02:28  16922.896     241820.4045
19:02:39  16933.412     242340.5848
19:02:49  16943.926     242090.0350
19:03:00  16954.437     242353.6143
19:03:10  16965.042     242495.8456
19:03:21  16975.719     242168.9587
19:03:32  16986.323     242265.5851
19:03:42  16996.835     242062.0633
19:03:53  17007.439     242515.7430
19:04:03  17018.045     242829.0972
19:04:14  17028.560     242875.5267
19:04:24  17039.070     243010.6903
19:04:35  17049.586     242556.8906
19:04:45  17060.192     243225.5154
19:04:56  17070.805     243402.3564
19:05:07  17081.317     243342.9640
19:05:17  17091.827     243291.0840
19:05:28  17102.337     243187.3220
19:05:38  17112.850     243328.2411
19:05:49  17123.458     243146.8470
19:05:59  17133.974     244002.6360
19:06:10  17144.486     243972.4020
19:06:20  17155.001     243425.3962
19:06:31  17165.609     243696.5811
19:06:42  17176.217     243915.4991
19:06:52  17186.822     243913.2462
19:07:03  17197.335     244283.8702
19:07:13  17207.849     243885.5265
19:07:24  17218.457     244010.3930
19:07:34  17229.064     244018.5437
19:07:45  17239.579     244261.7002
19:07:55  17249.656     244216.6569
19:08:06  17260.268     244793.1747
19:08:16  17270.783     244284.2972
19:08:27  17281.391     245032.4532
19:08:37  17291.905     244776.6471
19:08:48  17302.416     244970.7221
19:08:58  17313.023     245330.2548
19:09:09  17323.535     245663.8714
19:09:19  17334.048     245381.6721
19:09:30  17344.559     245105.1092
19:09:40  17355.168     245013.0917
19:09:51  17365.947     245712.0226
19:10:02  17376.464     245737.1448
19:10:12  17386.971     245404.7432
19:10:23  17397.486     245679.1733
19:10:33  17408.092     245660.4173
19:10:44  17418.699     245950.9770
19:10:55  17429.212     245936.1947
19:11:05  17439.821     246050.1723
19:11:16  17450.424     246237.5793
19:11:26  17460.939     246018.6672
19:11:37  17471.550     246399.2201
19:11:47  17482.064     246228.7196
19:11:58  17492.668     246169.2221
19:12:08  17503.180     246655.2897
19:12:19  17513.693     246484.0677
19:12:30  17524.298     246592.7250
19:12:40  17534.909     247044.3459
19:12:51  17545.426     246996.9369
19:13:01  17556.032     247007.9755
19:13:12  17566.738     246846.6012
19:13:23  17577.252     246827.1665
19:13:33  17587.942     246828.7575
19:13:44  17598.552     247044.5853
19:13:54  17609.065     247092.5420
19:14:05  17619.671     247547.5990
19:14:15  17630.188     247059.5359
19:14:26  17640.697     247811.3118
19:14:37  17651.308     247268.5551
19:14:47  17662.015     247554.3692
19:14:58  17672.717     247395.4862
19:15:09  17683.227     247499.7525
19:15:19  17693.933     247393.3514
19:15:30  17704.441     247809.1183
19:15:40  17715.048     247711.5862
19:15:51  17725.654     247878.6176
19:16:01  17736.167     247943.9625
19:16:12  17746.772     248033.6012
19:16:23  17757.381     247489.8326
19:16:33  17767.893     247511.1429
19:16:44  17778.600     247765.5131
19:16:55  17789.206     247430.0454
19:17:05  17799.721     248068.4162
19:17:16  17810.324     247541.8358
19:17:26  17820.839     248129.3713
19:17:37  17831.444     247726.5654
19:17:47  17842.054     247650.4367
19:17:58  17852.662     247887.1739
19:18:09  17863.270     247926.4685
19:18:19  17873.781     248017.3699
19:18:30  17884.292     248811.4590
19:18:40  17894.805     247932.2662
19:18:51  17905.511     247697.7479
19:19:01  17916.022     248128.0799
19:19:12  17926.631     248335.0172
19:19:23  17937.242     248041.0592
19:19:33  17947.849     248496.4414
19:19:44  17958.454     248447.1209
19:19:54  17969.063     248566.5672
19:20:05  17979.850     248725.6051
19:20:16  17990.364     248469.1943
19:20:26  18000.970     248542.5025
19:20:37  18011.485     248527.2703
19:20:47  18022.190     248849.8562
19:20:58  18032.706     248369.4076
19:21:09  18043.312     248588.3256
19:21:19  18053.924     248523.3092
19:21:30  18064.611     248803.1293
19:21:41  18075.223     248596.5623
19:21:51  18085.828     248687.6088
19:22:02  18096.632     248996.4210
19:22:12  18107.145     248552.4497
19:22:23  18117.661     248541.6828
19:22:33  18128.171     248853.9604
19:22:44  18138.685     249059.2835
19:22:55  18149.494     249191.1886
19:23:05  18160.102     248867.3805
19:23:16  18170.616     248849.4698
19:23:27  18181.222     249300.9831
19:23:37  18191.836     249177.1348
19:23:48  18202.445     249109.0559
19:23:58  18212.960     248859.0869
19:24:09  18223.476     249480.2792
19:24:19  18233.987     249071.8850
19:24:30  18244.690     249000.0132
19:24:41  18255.203     249412.7978
19:24:51  18265.908     249277.2027
19:25:02  18276.518     249212.1458
19:25:12  18287.130     249297.5375
19:25:23  18297.646     249437.8370
19:25:33  18308.156     249132.2046
19:25:44  18318.767     249090.6280
19:25:55  18329.378     249297.8116
19:26:05  18339.988     249315.9926
19:26:16  18350.498     249541.6905
19:26:26  18361.112     248700.7627
19:26:37  18371.620     249306.6454
19:26:48  18382.231     249077.1547
19:26:58  18392.839     248872.8257
19:27:09  18403.353     248707.0180
19:27:19  18413.963     249239.8068
19:27:30  18424.477     248707.2319
19:27:40  18435.184     248799.9477
19:27:51  18445.794     248692.0042
19:28:02  18456.502     248512.0370
19:28:12  18467.018     248397.2877
19:28:23  18477.724     248848.1019
19:28:34  18488.236     248897.3831
19:28:44  18498.839     249047.4126
19:28:55  18509.350     248888.3935
19:29:05  18519.430     247944.8577
19:29:15  18530.035     248404.7471
19:29:26  18540.546     248845.3438
19:29:36  18551.156     248388.2045
19:29:47  18561.667     248337.9573
19:29:57  18572.176     248089.5949
19:30:08  18582.790     248284.5149
19:30:19  18593.398     248458.3946
19:30:29  18604.014     248394.3601
19:30:40  18614.523     247883.2197
19:30:50  18625.036     248204.0988
19:31:01  18635.548     248540.3479
19:31:11  18646.061     248237.7701
19:31:22  18656.774     248330.0094
19:31:33  18667.289     248299.4750
19:31:43  18677.899     248576.5126
19:31:54  18688.512     248431.1856
19:32:04  18699.201     248822.7309
19:32:15  18709.813     248688.5737
19:32:26  18720.322     248290.2135
19:32:36  18730.932     248445.8884
19:32:47  18741.625     248169.1950
19:32:58  18752.234     248404.4761
19:33:08  18762.746     248742.8446
19:33:19  18773.262     248746.6659
19:33:29  18783.776     248456.6357
19:33:40  18794.289     248796.3284
19:33:50  18804.900     248574.3841
19:34:01  18815.515     248765.9714
19:34:11  18826.124     248655.4281
19:34:22  18836.838     248959.8144
19:34:33  18847.538     248376.0815
19:34:43  18858.053     248520.8511
19:34:54  18868.842     248868.1521
19:35:05  18879.457     248431.1181
19:35:15  18889.968     248336.4578
19:35:26  18900.483     248774.5433
19:35:36  18910.992     249182.5044
19:35:47  18921.507     248892.7377
19:35:57  18932.019     248683.2807
19:36:08  18942.736     248648.4520
19:36:19  18953.250     249043.6383
19:36:29  18963.863     248932.1321
19:36:40  18974.475     249118.2725
19:36:50  18984.987     248779.0371
19:37:01  18995.683     249126.8147
19:37:11  19005.688     248836.8067
19:37:22  19016.203     249263.9989
19:37:32  19026.713     248792.0336
19:37:43  19037.229     248907.0317
19:37:53  19047.738     249150.3204
19:38:04  19058.251     249247.0191
19:38:14  19068.760     249212.6139
19:38:25  19079.378     249273.4878
19:38:35  19090.082     249101.9669
19:38:46  19100.595     249160.2345
19:38:56  19111.106     249260.4413
19:39:07  19121.613     249299.9026
19:39:18  19132.229     248874.6056
19:39:28  19142.742     249228.9546
19:39:39  19153.252     249197.4716
19:39:49  19164.053     249463.2278
19:40:00  19174.567     249348.4028
19:40:10  19185.080     249305.8706
19:40:21  19195.592     249083.1481
19:40:31  19206.104     249224.3912
19:40:42  19216.615     249186.7681
19:40:53  19227.312     249293.0614
19:41:03  19238.042     249172.0666
19:41:14  19248.553     248999.2693
19:41:24  19259.172     249460.6628
19:41:35  19269.682     249237.2246
19:41:45  19280.199     249094.7467
19:41:56  19290.708     249536.6707
19:42:07  19301.223     249846.9834
19:42:17  19311.736     249058.7369
19:42:28  19322.249     249145.1836
19:42:38  19332.759     249471.7401
19:42:49  19343.275     249118.2214
19:42:59  19353.785     248929.7803
19:43:10  19364.404     249137.8473
19:43:20  19375.017     249887.4108
19:43:31  19385.535     249273.5799
19:43:41  19396.047     249606.3848
19:43:52  19406.560     249343.1952
19:44:02  19417.071     249465.8375
19:44:13  19427.584     249773.9593
19:44:23  19438.099     249270.0019
19:44:34  19448.609     250166.8560
19:44:44  19459.119     249739.9436
19:44:55  19469.739     249459.8518
19:45:06  19480.352     249290.8888
19:45:16  19490.870     249612.0325
19:45:27  19501.381     249461.5054
19:45:37  19511.894     249217.9824
19:45:48  19522.405     249357.3034
19:45:58  19533.127     249730.6424
19:46:09  19543.639     249570.5363
19:46:19  19554.153     249505.8560
19:46:30  19564.670     249604.5059
19:46:40  19575.184     248939.5147
19:46:51  19585.695     249687.7187
19:47:02  19596.211     249011.4917
19:47:12  19606.722     249074.2532
19:47:23  19617.237     249041.6704
19:47:33  19627.952     249213.7925
19:47:44  19638.468     249351.2241
19:47:54  19648.981     249799.8208
19:48:05  19659.703     248943.0565
19:48:16  19670.216     249387.6690
19:48:26  19680.731     249492.4576
19:48:37  19691.241     249526.6187
19:48:47  19701.754     249521.2038
19:48:58  19712.369     249567.1788
19:49:08  19722.881     249417.6851
19:49:19  19733.396     249249.1588
19:49:29  19743.912     249175.7356
19:49:40  19754.423     249319.7236
19:49:50  19764.941     249803.5026
19:50:01  19775.454     249472.5819
19:50:11  19785.969     249426.8069
19:50:22  19796.480     249718.0290
19:50:32  19806.993     249598.0559
19:50:43  19817.505     249763.5013
19:50:53  19828.018     249218.7651
19:51:04  19838.531     249378.9957
19:51:14  19849.150     249621.6862
19:51:25  19859.660     249516.9370
19:51:35  19870.174     249685.5233
19:51:46  19880.686     249712.0830
19:51:56  19891.200     249600.9651
19:52:07  19901.711     249794.1796
19:52:18  19912.226     249938.6684
19:52:28  19922.735     249409.9810
19:52:39  19933.247     249418.1072
19:52:49  19943.760     249521.9473
19:53:00  19954.274     249615.7360
19:53:10  19964.785     249794.9308
19:53:21  19975.300     249720.9887
19:53:31  19985.810     249905.5279
19:53:42  19996.323     249863.2920
19:53:52  20006.833     249584.9966
19:54:03  20017.345     249737.0696
19:54:13  20027.965     249942.8164
19:54:24  20038.475     250124.0295
19:54:34  20048.986     249926.7275
19:54:45  20059.604     250006.8659
19:54:55  20070.116     249780.8197
19:55:06  20080.631     249522.8973
19:55:16  20091.144     249740.0173
19:55:27  20101.869     249369.4816
19:55:38  20112.382     250071.2589
19:55:48  20122.893     249749.4288
19:55:59  20133.405     249496.0395
19:56:09  20143.919     249839.5520
19:56:20  20154.429     249584.7146
19:56:30  20164.945     249888.5618
19:56:41  20175.455     249167.6526
19:56:51  20185.973     250388.0386
19:57:02  20196.590     249699.4160
19:57:12  20207.106     249690.5850
19:57:23  20217.616     249948.7685
19:57:33  20228.128     249715.2428
19:57:44  20238.642     249341.6805
19:57:55  20249.260     249622.6648
19:58:05  20259.773     249382.7992
19:58:16  20270.288     249805.4857
19:58:26  20280.800     249342.9904
19:58:37  20291.420     249529.9325
19:58:47  20301.931     249102.7442
19:58:58  20312.549     249648.8540
19:59:08  20323.062     248658.5394
19:59:19  20333.574     248027.1172
19:59:29  20344.087     248127.7146
19:59:40  20354.706     247415.5187
19:59:51  20365.432     247247.1685
20:00:01  20375.944     246477.8658
20:00:12  20386.566     246296.5028
20:00:22  20397.079     245921.4339
20:00:33  20407.805     245105.1017
20:00:44  20418.316     244778.4294
20:00:54  20428.827     244238.1695
20:01:05  20439.339     243891.9637
20:01:15  20449.848     243082.4011
20:01:26  20460.362     242741.6620
20:01:36  20470.875     242167.8198
20:01:47  20481.388     241890.9979
20:01:57  20491.901     240992.9619
20:02:08  20502.418     240840.5455
20:02:18  20512.928     240346.2663
20:02:29  20523.442     239726.0463
20:02:39  20534.171     239278.6748
20:02:50  20544.792     238882.9206
20:03:01  20555.304     239273.4325
20:03:11  20565.927     237934.9205
20:03:22  20576.545     237758.6136
20:03:32  20587.061     237502.3820
20:03:43  20597.574     237122.5577
20:03:53  20608.088     236452.0200
20:04:04  20618.599     236154.6773
20:04:15  20629.223     235978.9530
20:04:25  20639.848     235671.6350
20:04:36  20650.359     235074.6296
20:04:46  20660.871     235265.0249
20:04:57  20671.387     234751.2785
20:05:07  20681.898     234823.1359
20:05:18  20692.413     234632.0598
20:05:28  20703.154     233768.4739
20:05:39  20713.669     233884.4825
20:05:49  20724.180     233525.8289
20:06:00  20734.913     233642.0625
20:06:11  20745.426     233856.1295
20:06:21  20755.942     232945.1116
20:06:32  20766.455     232933.5182
20:06:42  20776.968     232868.7731
20:06:53  20787.491     232792.1430
20:07:03  20798.008     232211.6665
20:07:14  20808.520     231976.6113
20:07:24  20819.143     232391.6057
20:07:35  20829.653     232073.0826
20:07:46  20840.276     231816.4534
20:07:56  20850.900     231938.7108
20:08:07  20861.417     232190.4542
20:08:17  20872.038     231981.9791
20:08:28  20882.551     232221.3080
20:08:38  20893.063     231869.7960
20:08:49  20903.577     231446.2535
20:08:59  20914.086     231802.0142
20:09:10  20924.603     232267.7522
20:09:20  20935.116     231806.7782
20:09:31  20945.738     231844.1490
20:09:42  20956.249     231873.1729
20:09:52  20966.765     231760.1914
20:10:03  20977.277     231173.8171
20:10:13  20987.785     231910.4657
20:10:24  20998.294     231682.1228
20:10:34  21008.809     231988.1297
20:10:45  21019.321     231847.6538
20:10:55  21029.839     231851.8896
20:11:06  21040.348     231179.5544
20:11:16  21050.862     232225.5738
20:11:27  21061.376     231818.4628
20:11:37  21071.891     232067.8754
20:11:48  21082.406     231758.6019
20:11:58  21092.921     232087.6354
20:12:09  21103.431     231710.7877
20:12:19  21113.946     231983.5817
20:12:30  21124.657     231578.9402
20:12:41  21135.282     232122.3817
20:12:51  21145.800     231851.8044
20:13:02  21156.312     231922.1025
20:13:12  21166.826     232172.3888
20:13:23  21177.338     231827.9416
20:13:33  21187.852     231505.8232
20:13:44  21198.363     231857.2012
20:13:54  21208.880     231793.5529
20:14:05  21219.393     231388.2405
20:14:15  21230.130     231929.2105
20:14:26  21240.753     231801.1733
20:14:37  21251.272     232086.4448
20:14:47  21261.781     232620.8895
20:14:58  21272.294     232007.7738
20:15:08  21282.805     232024.2224
20:15:19  21293.319     231884.6977
20:15:29  21303.830     232072.7089
20:15:40  21314.343     232181.9950
20:15:50  21324.853     232690.2880
20:16:01  21335.368     232201.1962
20:16:11  21345.878     232197.5048
20:16:22  21356.394     231897.2238
20:16:32  21366.906     232281.7016
20:16:43  21377.532     232355.1004
20:16:53  21388.045     232757.9109
20:17:04  21398.670     232940.8147
20:17:14  21409.179     233049.3920
20:17:25  21419.692     232598.5836
20:17:35  21430.200     232018.9720
20:17:46  21440.715     232432.1689
20:17:57  21451.224     232827.5853
20:18:07  21461.738     233053.2293
20:18:18  21472.248     233032.7602
20:18:28  21482.872     233023.7727
20:18:39  21493.383     232726.1699
20:18:49  21503.895     233186.7149
20:19:00  21514.408     233365.1955
20:19:10  21524.922     233024.9455
20:19:21  21535.432     233139.4924
20:19:31  21545.944     233540.1472
20:19:42  21556.457     233217.1263
20:19:52  21566.972     234070.8000
20:20:03  21577.486     233487.3230
20:20:13  21588.113     233756.4640
20:20:24  21598.626     233980.6208
20:20:34  21609.140     233681.1604
20:20:45  21619.766     233551.7984
20:20:56  21630.278     234020.0077
20:21:06  21640.904     234222.8304
20:21:17  21651.418     234251.4427
20:21:27  21662.136     233853.5523
20:21:38  21672.646     234081.4771
20:21:49  21683.273     234278.8636
20:21:59  21693.785     233819.8244
20:22:10  21704.299     234348.3156
20:22:20  21714.815     234290.1029
20:22:31  21725.557     234163.9652
20:22:41  21736.070     234553.7888
20:22:52  21746.584     234474.8965
20:23:02  21757.097     234704.6999
20:23:13  21767.611     234381.6669
20:23:23  21778.123     234816.8248
20:23:34  21788.632     234819.2953
20:23:44  21799.145     234963.0224
20:23:55  21809.659     234925.7993
20:24:05  21820.168     234470.4640
20:24:16  21830.894     235042.9967
20:24:27  21841.405     235120.7888
20:24:37  21852.037     234922.5305
20:24:48  21862.547     234796.7867
20:24:58  21873.177     235074.9058
20:25:09  21883.687     235555.7425
20:25:20  21894.322     234928.5562
20:25:30  21904.831     234786.3611
20:25:41  21915.345     234962.4338
20:25:51  21925.972     235607.5017
20:26:02  21936.487     235362.4204
20:26:12  21946.996     235096.6980
20:26:23  21957.511     235673.0777
20:26:33  21968.023     235290.9003
20:26:44  21978.537     235247.8936
20:26:54  21989.047     236091.2988
20:27:05  21999.559     235687.6631
20:27:15  22010.070     235748.8831
20:27:26  22020.584     235979.6880
20:27:37  22031.218     235716.5949
20:27:47  22041.734     235689.2984
20:27:58  22052.246     235915.9331
20:28:08  22062.758     236081.8470
20:28:19  22073.268     235765.1820
20:28:29  22083.897     235790.1605
20:28:40  22094.521     235989.8892
20:28:51  22105.266     236096.0489
20:29:01  22115.776     235833.4244
20:29:12  22126.410     236120.0589
20:29:22  22136.924     236053.0276
20:29:33  22147.435     236072.8028
20:29:43  22157.946     236444.4426
20:29:54  22168.460     236118.5495
20:30:04  22178.970     236489.9292
20:30:15  22189.484     236340.9565
20:30:25  22199.996     236212.5428
20:30:36  22210.509     236050.3748
20:30:46  22221.138     236383.2320
20:30:57  22231.770     236171.6677
20:31:08  22242.285     236069.0730
20:31:18  22252.799     235989.6683
20:31:29  22263.429     236661.5262
20:31:39  22273.943     236754.9472
20:31:50  22284.454     236273.6489
20:32:00  22294.968     236094.3894
20:32:11  22305.480     236277.1863
20:32:21  22315.996     236151.2483
20:32:32  22326.504     236590.1836
20:32:42  22337.016     236521.4788
20:32:53  22347.526     236828.3961
20:33:03  22358.040     236954.1992
20:33:14  22368.550     236653.6998
20:33:24  22379.064     236724.3537
20:33:35  22389.580     236301.6593
20:33:45  22400.094     236983.3156
20:33:56  22410.607     236674.2945
20:34:06  22421.120     236927.7908
